Id,SalePrice
1461,121645.27362289715
1462,153205.6928768432
1463,178493.85415702628
1464,179762.9392665786
1465,189638.16418378154
1466,183326.0363044595
1467,173767.3223449436
1468,176626.84624539706
1469,193755.7543185837
1470,125626.43257798106
1471,205456.62491671607
1472,93951.30998980165
1473,98788.81941007658
1474,149942.36587074405
1475,139742.68890482787
1476,344500.7709680999
1477,246893.95811412288
1478,287869.9441974558
1479,258485.87167894348
1480,439721.09334102663
1481,312362.7099834978
1482,203827.73631582072
1483,181821.45267290063
1484,166405.9984210447
1485,175435.64681006738
1486,200862.74630758827
1487,311238.77898643364
1488,245379.9800820872
1489,198004.53855640383
1490,197297.99864503427
1491,186557.25851590652
1492,91006.66407340812
1493,179980.6690442006
1494,280093.23594703333
1495,292480.5240742415
1496,225138.9812457512
1497,192013.2906205197
1498,152958.10425612913
1499,153892.36795182308
1500,149172.5072103334
1501,174061.739635803
1502,155808.77076818974
1503,298404.2603767613
1504,221720.18443834508
1505,217703.75667591766
1506,178993.928612135
1507,213943.22237526588
1508,198999.64842322184
1509,160849.42015670886
1510,151842.1218867385
1511,147053.47270009754
1512,167944.41488708172
1513,151261.22407772817
1514,150942.20589982363
1515,167987.52621557366
1516,155800.2517735986
1517,155437.27528777343
1518,132369.85589133273
1519,219748.80652548635
1520,138289.93711388725
1521,143500.68436111358
1522,160967.3656991098
1523,124728.03264581213
1524,121988.96681906164
1525,125816.64900382647
1526,128095.82900191518
1527,103370.49161871956
1528,130544.99808064724
1529,143981.37941697455
1530,166633.91142342502
1531,122206.3853891522
1532,108996.234026977
1533,145575.2250719121
1534,120237.80951645428
1535,151379.27360898006
1536,123280.22460198248
1537,74515.0377109324
1538,155583.5169317196
1539,176654.9911899994
1540,107098.84637720409
1541,145389.36585006776
1542,138775.09332450255
1543,223176.20612756663
1544,75906.6403770798
1545,111954.89190435287
1546,124163.03649541583
1547,131241.18558485954
1548,127507.25933468404
1549,110066.18829515022
1550,140545.94167961992
1551,118965.61602930089
1552,141717.487201983
1553,133713.74836901017
1554,101954.63401502452
1555,170413.85017616133
1556,91764.71651026314
1557,127710.33318743724
1558,82370.34184179493
1559,114463.16012957197
1560,143993.16145765453
1561,138280.08282476262
1562,128427.21660245511
1563,124809.2890549837
1564,160374.96494480106
1565,150724.5780144882
1566,214743.4761538692
1567,78878.58507979134
1568,220771.47153799338
1569,147256.57623845537
1570,133967.99232913795
1571,112545.94055305864
1572,145654.9294293912
1573,246643.73413500126
1574,128788.73458723853
1575,208848.66061569803
1576,206791.03202759742
1577,196408.4134377609
1578,142432.36476511974
1579,143541.87891289088
1580,190417.97798290395
1581,143857.26226509004
1582,132249.1739829705
1583,324589.50923844747
1584,230222.3720743098
1585,140041.9383865197
1586,75216.28286841628
1587,102856.84015362518
1588,151364.70183787777
1589,103185.97162919058
1590,132459.8958843829
1591,102302.92403017881
1592,131637.7654442043
1593,115428.387916584
1594,143835.90037888417
1595,118143.68309666678
1596,233603.9980391068
1597,169323.11339437042
1598,175920.6469591321
1599,165239.55483160637
1600,170167.80035814608
1601,80051.62842433139
1602,117614.71113107406
1603,87864.22009555732
1604,284892.7630516357
1605,237555.36050306013
1606,165481.92582157822
1607,173940.71050779268
1608,215269.5614477136
1609,183889.01411898507
1610,152158.87863447602
1611,152198.66833994843
1612,169504.83645537254
1613,169167.61541602487
1614,126101.05765366307
1615,89426.32218706729
1616,84447.9599389002
1617,90440.52875939023
1618,127124.05204236801
1619,126277.46131876636
1620,164295.6279839792
1621,130658.07484528098
1622,146020.23860140247
1623,281993.4112010333
1624,211030.655326021
1625,122777.0773059058
1626,169494.09405611432
1627,184458.31378901904
1628,262678.3993358932
1629,171818.16063625488
1630,361096.4977848882
1631,201360.1947625993
1632,244167.6619008609
1633,167460.43732098525
1634,183140.5895547262
1635,178047.95139070787
1636,164289.6129467423
1637,179722.41288706666
1638,191913.50114889385
1639,178543.35767603997
1640,259421.86557304588
1641,173859.11293481462
1642,225122.61469433838
1643,219228.9928603055
1644,223302.8303491469
1645,181550.5820245364
1646,157363.68304156658
1647,166029.44516271455
1648,141199.17453815896
1649,141425.57140151356
1650,125715.51513760576
1651,122564.58505814601
1652,96431.54972978754
1653,97431.54399871835
1654,151843.18558143452
1655,157082.42045838607
1656,148713.33822679904
1657,152145.5256247447
1658,151052.73094959362
1659,144774.01860331037
1660,142511.49213756085
1661,439097.95534867095
1662,398192.0952710227
1663,378476.92620207864
1664,475946.4269408004
1665,299649.33058407885
1666,311843.8956255833
1667,342963.88210447214
1668,321601.7128555925
1669,288666.5338194079
1670,334727.6218751937
1671,267441.7263091267
1672,475139.63983427384
1673,280344.29022664344
