Id,SalePrice
1461,144000.0
1462,157899.9999999999
1463,135000.0000000002
1464,200500.00000000023
1465,213499.99999999994
1466,188000.00000000012
1467,177500.00000000015
1468,185000.00000000006
1469,203999.99999999985
1470,139999.9999999999
1471,226700.0000000002
1472,89499.99999999988
1473,89499.99999999988
1474,145999.9999999997
1475,139400.0000000003
1476,335000.00000000047
1477,238999.99999999962
1478,320000.0000000006
1479,289999.99999999936
1480,466499.99999999965
1481,402999.9999999999
1482,213499.99999999994
1483,176431.99999999953
1484,180000.00000000006
1485,185000.00000000006
1486,213499.99999999994
1487,440000.0000000002
1488,248900.00000000047
1489,179900.0000000004
1490,175000.00000000012
1491,195000.00000000006
1492,79000.00000000006
1493,176999.99999999977
1494,284999.99999999994
1495,241499.99999999956
1496,226700.0000000002
1497,210000.0
1498,151000.00000000006
1499,147399.99999999988
1500,173733.0
1501,176000.00000000006
1502,162000.00000000012
1503,325299.9999999993
1504,226700.0000000002
1505,213000.00000000052
1506,223000.00000000003
1507,244000.00000000003
1508,195000.00000000006
1509,165000.00000000015
1510,137900.0000000001
1511,129000.0000000001
1512,153499.9999999997
1513,158000.00000000023
1514,139999.9999999999
1515,162000.00000000012
1516,130499.99999999996
1517,139999.9999999999
1518,123999.99999999984
1519,237000.00000000003
1520,145000.00000000012
1521,131999.9999999999
1522,187000.00000000012
1523,118999.99999999993
1524,116000.0000000001
1525,109999.99999999971
1526,133000.00000000012
1527,74999.99999999991
1528,114999.99999999971
1529,136905.00000000006
1530,158000.00000000023
1531,107500.00000000003
1532,118999.99999999993
1533,185000.00000000006
1534,126174.99999999968
1535,169499.99999999985
1536,135000.0000000002
1537,87500.00000000007
1538,161000.00000000006
1539,139999.9999999999
1540,59999.99999999991
1541,153999.99999999988
1542,127500.00000000001
1543,250000.00000000023
1544,73000.00000000003
1545,121599.99999999999
1546,112500.00000000004
1547,125500.00000000006
1548,169000.00000000012
1549,123000.00000000009
1550,153899.99999999988
1551,109000.0
1552,162000.00000000012
1553,107500.00000000003
1554,102000.00000000019
1555,165000.00000000015
1556,98000.00000000003
1557,169499.99999999985
1558,80500.00000000001
1559,59999.99999999991
1560,153899.99999999988
1561,178999.99999999994
1562,129000.0000000001
1563,124999.99999999967
1564,121500.00000000007
1565,135000.0000000002
1566,206299.99999999988
1567,73000.00000000003
1568,244000.00000000003
1569,84499.99999999994
1570,118999.99999999993
1571,102000.00000000019
1572,143000.00000000035
1573,259000.0
1574,165999.9999999997
1575,189999.9999999999
1576,222000.00000000023
1577,205999.99999999988
1578,137500.00000000012
1579,137000.00000000015
1580,215000.0
1581,143500.0000000001
1582,149899.99999999974
1583,305899.9999999992
