Id,SalePrice
1461,116064.4
1462,153345.95
1463,170406.36
1464,189604.6
1465,177518.34
1466,171690.47
1467,170201.22
1468,169364.75
1469,190158.9
1470,125207.4
1471,209964.16
1472,88684.85
1473,104444.46
1474,155144.39
1475,132260.05
1476,364279.8
1477,244453.86
1478,293842.1
1479,239728.42
1480,435491.53
1481,340795.34
1482,206933.8
1483,166872.45
1484,168388.28
1485,166314.0
1486,191592.6
1487,321744.06
1488,234023.06
1489,226027.39
1490,205363.17
1491,176436.47
1492,92646.28
1493,186410.47
1494,264072.06
1495,329597.44
1496,241453.16
1497,183953.4
1498,162335.1
1499,152695.53
1500,145773.1
1501,183843.1
1502,159726.73
1503,302874.9
1504,228450.86
1505,219790.17
1506,186721.66
1507,235864.38
1508,200781.81
1509,166557.48
1510,150492.86
1511,147887.64
1512,170280.45
1513,164376.22
1514,176499.08
1515,183962.88
1516,159466.0
1517,169650.89
1518,124977.625
1519,215177.34
1520,144489.9
1521,142689.61
1522,161900.8
1523,114628.21
1524,124614.27
1525,124371.24
1526,127761.32
1527,100398.305
1528,132005.77
1529,138523.22
1530,170644.44
1531,115179.625
1532,98570.46
1533,163755.98
1534,121325.05
1535,146437.19
1536,106561.36
1537,72142.39
1538,154859.97
1539,182930.33
1540,109713.69
1541,149693.0
1542,139078.52
1543,241116.97
1544,74241.62
1545,111487.47
1546,126605.29
1547,121548.336
1548,127086.39
1549,124272.83
1550,144177.31
1551,109135.445
1552,142181.97
1553,140026.1
1554,117389.21
1555,179406.66
1556,89955.42
1557,129659.72
1558,89319.24
1559,85241.57
1560,143824.23
1561,172546.33
1562,122714.0
1563,117831.35
1564,153925.0
1565,142841.0
1566,244520.78
1567,67955.83
1568,218484.64
1569,135977.42
1570,138385.36
1571,113124.74
1572,147620.77
1573,250947.36
1574,95265.79
1575,220574.25
1576,217490.92
1577,207094.7
1578,137855.97
1579,142375.61
1580,193206.72
1581,153252.53
1582,137815.34
1583,325581.38
1584,223563.52
1585,142980.7
1586,62408.3
1587,100622.51
1588,147662.72
1589,103745.78
1590,130142.87
1591,106597.24
1592,125143.65
1593,106345.625
1594,148744.81
1595,123472.82
1596,224527.16
1597,184263.47
1598,185129.03
1599,200330.42
1600,170615.16
1601,63137.336
1602,102127.3
1603,79320.56
1604,278521.56
1605,248645.4
1606,170718.02
1607,171222.98
1608,205095.62
1609,190905.53
1610,157272.73
1611,145050.45
1612,159402.3
1613,168214.62
1614,122094.96
1615,87890.27
1616,75157.11
1617,89917.59
1618,132431.2
1619,131725.95
1620,173541.78
1621,138056.88
1622,135280.62
1623,318639.2
1624,218712.08
1625,115643.33
1626,162341.44
1627,183139.1
1628,277501.84
1629,173582.0
1630,342330.25
1631,217119.34
1632,238799.27
1633,174134.47
1634,187064.4
1635,179624.94
1636,152006.25
1637,186677.84
1638,192774.94
1639,173175.58
1640,253890.69
1641,176024.03
1642,228713.33
1643,213041.94
1644,224259.44
1645,179394.69
1646,158155.94
1647,162288.5
1648,132807.97
1649,144620.75
1650,123717.41
1651,125733.66
1652,94935.11
1653,95348.77
1654,143989.75
1655,153443.1
1656,148719.28
1657,148358.61
1658,145785.47
1659,131946.36
1660,134260.89
1661,507923.1
1662,398099.88
1663,392640.94
1664,495730.4
1665,288566.22
1666,303156.38
1667,386146.8
1668,331295.06
1669,316577.7
1670,339586.84
1671,271799.62
1672,527612.25
1673,285532.78
1674,235989.94
1675,189758.9
1676,193774.34
1677,229501.0
1678,468122.78
1679,473884.4
1680,330155.84
1681,209820.62
1682,299349.16
1683,179898.2
1684,169267.06
1685,170962.56
